danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
0.68,0.723,7,-5.871,1,0.363,0.00829,2.04e-06,0.275,0.377,157.742,audio_features,0ltgsHBUPGRnFn8P4fNrTh,spotify:track:0ltgsHBUPGRnFn8P4fNrTh,https://api.spotify.com/v1/tracks/0ltgsHBUPGRnFn8P4fNrTh,https://api.spotify.com/v1/audio-analysis/0ltgsHBUPGRnFn8P4fNrTh,233736,4,In the A (feat. 21 Savage)
0.826,0.756,2,-4.984,1,0.256,0.0203,0.0,0.0915,0.794,160.01,audio_features,2ZqTbIID9vFPTXaGyzbb4q,spotify:track:2ZqTbIID9vFPTXaGyzbb4q,https://api.spotify.com/v1/tracks/2ZqTbIID9vFPTXaGyzbb4q,https://api.spotify.com/v1/audio-analysis/2ZqTbIID9vFPTXaGyzbb4q,157173,4,Neva Play (feat. RM of BTS)
0.959,0.375,1,-7.701,1,0.149,0.0196,0.0,0.101,0.379,104.981,audio_features,7wtUI2bKLWZ23GOmzMkU1Q,spotify:track:7wtUI2bKLWZ23GOmzMkU1Q,https://api.spotify.com/v1/tracks/7wtUI2bKLWZ23GOmzMkU1Q,https://api.spotify.com/v1/audio-analysis/7wtUI2bKLWZ23GOmzMkU1Q,175657,4,STUPID - WITH LIL YACHTY & BABYFACE RAY
0.593,0.809,10,-6.123,1,0.254,0.172,0.0,0.354,0.693,150.216,audio_features,13hJUmR1UpCUzyHjotiImK,spotify:track:13hJUmR1UpCUzyHjotiImK,https://api.spotify.com/v1/tracks/13hJUmR1UpCUzyHjotiImK,https://api.spotify.com/v1/audio-analysis/13hJUmR1UpCUzyHjotiImK,153693,4,gen z luv
0.716,0.674,0,-5.775,1,0.137,0.00405,0.0,0.132,0.662,151.979,audio_features,1ZrzdArzDJj71mCOFa2qmV,spotify:track:1ZrzdArzDJj71mCOFa2qmV,https://api.spotify.com/v1/tracks/1ZrzdArzDJj71mCOFa2qmV,https://api.spotify.com/v1/audio-analysis/1ZrzdArzDJj71mCOFa2qmV,158067,4,U Kno What To Do (UKWTD)
0.683,0.701,0,-6.677,0,0.0404,0.0688,0.0,0.314,0.117,111.943,audio_features,20oVyPvaVROUvQi0Z9vgWg,spotify:track:20oVyPvaVROUvQi0Z9vgWg,https://api.spotify.com/v1/tracks/20oVyPvaVROUvQi0Z9vgWg,https://api.spotify.com/v1/audio-analysis/20oVyPvaVROUvQi0Z9vgWg,274309,4,LOVE HURTS (with Lil Uzi Vert)
0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,audio_features,2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,190428,4,The Emptiness Machine
0.732,0.767,1,-7.677,0,0.278,0.0667,0.0,0.316,0.569,92.572,audio_features,5U8jvRKKzcc3XjBB2CNZaZ,spotify:track:5U8jvRKKzcc3XjBB2CNZaZ,https://api.spotify.com/v1/tracks/5U8jvRKKzcc3XjBB2CNZaZ,https://api.spotify.com/v1/audio-analysis/5U8jvRKKzcc3XjBB2CNZaZ,144516,4,LID
0.829,0.539,11,-8.037,1,0.173,0.296,0.000173,0.105,0.578,106.035,audio_features,77p59nG1oU5pzd20rPxBwC,spotify:track:77p59nG1oU5pzd20rPxBwC,https://api.spotify.com/v1/tracks/77p59nG1oU5pzd20rPxBwC,https://api.spotify.com/v1/audio-analysis/77p59nG1oU5pzd20rPxBwC,147170,4,PLAYBOYBUNNIES
0.954,0.746,4,-6.113,0,0.0995,0.0272,0.00227,0.0892,0.886,123.969,audio_features,64f3yNXsi2Vk76odcHCOnw,spotify:track:64f3yNXsi2Vk76odcHCOnw,https://api.spotify.com/v1/tracks/64f3yNXsi2Vk76odcHCOnw,https://api.spotify.com/v1/audio-analysis/64f3yNXsi2Vk76odcHCOnw,133933,4,Bauch Beine Po
0.571,0.928,4,-3.725,0,0.0453,0.00932,0.0,0.297,0.489,127.939,audio_features,3fgehc497TFqKH1zBL2YNK,spotify:track:3fgehc497TFqKH1zBL2YNK,https://api.spotify.com/v1/tracks/3fgehc497TFqKH1zBL2YNK,https://api.spotify.com/v1/audio-analysis/3fgehc497TFqKH1zBL2YNK,167012,4,Heavy Is the Crown
0.359,0.336,1,-12.895,0,0.0422,0.773,0.0,0.184,0.109,109.94,audio_features,7bkUa9kDFGxgCC7d36dzFI,spotify:track:7bkUa9kDFGxgCC7d36dzFI,https://api.spotify.com/v1/tracks/7bkUa9kDFGxgCC7d36dzFI,https://api.spotify.com/v1/audio-analysis/7bkUa9kDFGxgCC7d36dzFI,224592,3,Rote Flaggen
0.857,0.687,10,-5.777,0,0.0785,0.109,0.000577,0.0971,0.531,99.969,audio_features,4b3W0IbHDwHCvjSs708Tr4,spotify:track:4b3W0IbHDwHCvjSs708Tr4,https://api.spotify.com/v1/tracks/4b3W0IbHDwHCvjSs708Tr4,https://api.spotify.com/v1/audio-analysis/4b3W0IbHDwHCvjSs708Tr4,176492,4,Wunder
0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3,Die With A Smile
0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,audio_features,6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,210373,4,BIRDS OF A FEATHER
0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,audio_features,1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,256000,4,Timeless (with Playboi Carti)
0.862,0.549,1,-6.635,1,0.0632,0.243,0.000117,0.122,0.415,119.989,audio_features,3ovTEUMYEoiT8ikEMVXBmS,spotify:track:3ovTEUMYEoiT8ikEMVXBmS,https://api.spotify.com/v1/tracks/3ovTEUMYEoiT8ikEMVXBmS,https://api.spotify.com/v1/audio-analysis/3ovTEUMYEoiT8ikEMVXBmS,160984,4,Lilien
0.731,0.716,1,-9.122,0,0.315,0.0801,0.0,0.308,0.656,126.883,audio_features,5ubQrs2wWoSgRwEaPZd4eS,spotify:track:5ubQrs2wWoSgRwEaPZd4eS,https://api.spotify.com/v1/tracks/5ubQrs2wWoSgRwEaPZd4eS,https://api.spotify.com/v1/audio-analysis/5ubQrs2wWoSgRwEaPZd4eS,151665,4,H&K
0.919,0.609,6,-4.492,1,0.0633,0.129,0.000457,0.0627,0.866,133.981,audio_features,3pPMgoouYtezLiBTEeL9be,spotify:track:3pPMgoouYtezLiBTEeL9be,https://api.spotify.com/v1/tracks/3pPMgoouYtezLiBTEeL9be,https://api.spotify.com/v1/audio-analysis/3pPMgoouYtezLiBTEeL9be,134528,4,VEMPA
0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,audio_features,2262bWmqomIaJXwCRHr13j,spotify:track:2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j,211979,4,Sailor Song
0.725,0.711,8,-7.91,0,0.386,0.142,0.0,0.145,0.749,91.937,audio_features,3aJT51ya8amzpT3TKDVipL,spotify:track:3aJT51ya8amzpT3TKDVipL,https://api.spotify.com/v1/tracks/3aJT51ya8amzpT3TKDVipL,https://api.spotify.com/v1/audio-analysis/3aJT51ya8amzpT3TKDVipL,156522,4,FTW
0.721,0.605,10,-8.269,0,0.3,0.197,0.0,0.134,0.828,78.508,audio_features,5AQyVssLj6Xj5ryPENxntm,spotify:track:5AQyVssLj6Xj5ryPENxntm,https://api.spotify.com/v1/tracks/5AQyVssLj6Xj5ryPENxntm,https://api.spotify.com/v1/audio-analysis/5AQyVssLj6Xj5ryPENxntm,147076,4,Picasso
0.758,0.942,10,-5.216,1,0.269,0.151,0.00185,0.498,0.838,149.91,audio_features,5aMvdnOSZxslL2I083yxvR,spotify:track:5aMvdnOSZxslL2I083yxvR,https://api.spotify.com/v1/tracks/5aMvdnOSZxslL2I083yxvR,https://api.spotify.com/v1/audio-analysis/5aMvdnOSZxslL2I083yxvR,130665,4,BELOHNEN
0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,audio_features,3JG1uFc40wfyrqaWC7iv0e,spotify:track:3JG1uFc40wfyrqaWC7iv0e,https://api.spotify.com/v1/tracks/3JG1uFc40wfyrqaWC7iv0e,https://api.spotify.com/v1/audio-analysis/3JG1uFc40wfyrqaWC7iv0e,142515,4,i like the way you kiss me
0.882,0.645,1,-7.233,1,0.0601,0.475,4.13e-05,0.057,0.788,114.933,audio_features,0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,104419,4,Embrace It
0.87,0.366,5,-7.503,0,0.41,0.465,1.15e-05,0.111,0.715,98.016,audio_features,3qcreqi8RaGqahtJSQDxNI,spotify:track:3qcreqi8RaGqahtJSQDxNI,https://api.spotify.com/v1/tracks/3qcreqi8RaGqahtJSQDxNI,https://api.spotify.com/v1/audio-analysis/3qcreqi8RaGqahtJSQDxNI,157135,4,Panama
0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,180304,3,Beautiful Things
0.731,0.413,1,-12.253,1,0.25,0.0854,0.0,0.137,0.559,137.911,audio_features,5JLbgRkto4OrrkWgAHcJZT,spotify:track:5JLbgRkto4OrrkWgAHcJZT,https://api.spotify.com/v1/tracks/5JLbgRkto4OrrkWgAHcJZT,https://api.spotify.com/v1/audio-analysis/5JLbgRkto4OrrkWgAHcJZT,97391,4,Bundeswehr
0.777,0.573,1,-6.237,1,0.037,0.0719,0.0,0.216,0.484,99.986,audio_features,4yNd1xo3DZ75MqPMscauEG,spotify:track:4yNd1xo3DZ75MqPMscauEG,https://api.spotify.com/v1/tracks/4yNd1xo3DZ75MqPMscauEG,https://api.spotify.com/v1/audio-analysis/4yNd1xo3DZ75MqPMscauEG,146950,4,Moonlight Dreams
0.713,0.688,1,-7.819,1,0.36,0.0501,0.0,0.0662,0.559,95.022,audio_features,6Z1C9gQnScliphROi2DabV,spotify:track:6Z1C9gQnScliphROi2DabV,https://api.spotify.com/v1/tracks/6Z1C9gQnScliphROi2DabV,https://api.spotify.com/v1/audio-analysis/6Z1C9gQnScliphROi2DabV,134004,4,CUP
0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,audio_features,1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,177599,4,Move
0.855,0.86,11,-5.356,0,0.294,0.317,1.44e-05,0.166,0.848,124.008,audio_features,57gjUsErLOYxTOqyiK6CVm,spotify:track:57gjUsErLOYxTOqyiK6CVm,https://api.spotify.com/v1/tracks/57gjUsErLOYxTOqyiK6CVm,https://api.spotify.com/v1/audio-analysis/57gjUsErLOYxTOqyiK6CVm,186256,4,Rapstar
0.681,0.417,4,-8.172,0,0.111,0.0895,0.0115,0.146,0.158,177.965,audio_features,6leQi7NakJQS1vHRtZsroe,spotify:track:6leQi7NakJQS1vHRtZsroe,https://api.spotify.com/v1/tracks/6leQi7NakJQS1vHRtZsroe,https://api.spotify.com/v1/audio-analysis/6leQi7NakJQS1vHRtZsroe,179107,4,Mittelmeer
0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,audio_features,2HRqTpkrJO5ggZyyK6NPWz,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,https://api.spotify.com/v1/tracks/2HRqTpkrJO5ggZyyK6NPWz,https://api.spotify.com/v1/audio-analysis/2HRqTpkrJO5ggZyyK6NPWz,175459,4,Espresso
0.613,0.808,10,-2.851,1,0.0346,0.0426,0.0159,0.102,0.38,124.037,audio_features,0cQVqPuHQP4KEwc7ZUQmj6,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,https://api.spotify.com/v1/tracks/0cQVqPuHQP4KEwc7ZUQmj6,https://api.spotify.com/v1/audio-analysis/0cQVqPuHQP4KEwc7ZUQmj6,240427,4,Sweater Weather
0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,187520,4,Numb
0.704,0.787,11,-6.751,0,0.0462,0.00926,0.00538,0.159,0.31,119.996,audio_features,5nPbKG04fhLkIAjcPFaZq7,spotify:track:5nPbKG04fhLkIAjcPFaZq7,https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7,https://api.spotify.com/v1/audio-analysis/5nPbKG04fhLkIAjcPFaZq7,214000,4,I Adore You (feat. Daecolm)
0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.97,audio_features,0rtDE9zfXbamTlRUSwY7zy,spotify:track:0rtDE9zfXbamTlRUSwY7zy,https://api.spotify.com/v1/tracks/0rtDE9zfXbamTlRUSwY7zy,https://api.spotify.com/v1/audio-analysis/0rtDE9zfXbamTlRUSwY7zy,148318,4,Belong Together
0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,audio_features,0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,218424,4,"Good Luck, Babe!"
0.325,0.599,9,-8.358,1,0.0512,0.247,9.65e-05,0.155,0.291,176.597,audio_features,1CfXReZpkv5l10m1Zc1mGn,spotify:track:1CfXReZpkv5l10m1Zc1mGn,https://api.spotify.com/v1/tracks/1CfXReZpkv5l10m1Zc1mGn,https://api.spotify.com/v1/audio-analysis/1CfXReZpkv5l10m1Zc1mGn,226152,4,Meer
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,In the End
0.479,0.617,4,-5.458,0,0.0338,0.213,0.0,0.135,0.132,88.434,audio_features,59hwJ5R44DZIGrP5LX8xPT,spotify:track:59hwJ5R44DZIGrP5LX8xPT,https://api.spotify.com/v1/tracks/59hwJ5R44DZIGrP5LX8xPT,https://api.spotify.com/v1/audio-analysis/59hwJ5R44DZIGrP5LX8xPT,184413,4,Beifahrer
0.737,0.725,11,-7.581,0,0.372,0.0515,0.0,0.297,0.539,96.372,audio_features,0Rgdhptwk0A3Clbu5RpYI1,spotify:track:0Rgdhptwk0A3Clbu5RpYI1,https://api.spotify.com/v1/tracks/0Rgdhptwk0A3Clbu5RpYI1,https://api.spotify.com/v1/audio-analysis/0Rgdhptwk0A3Clbu5RpYI1,170899,4,Starboy
0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4,Another Love
0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,audio_features,42VsgItocQwOQC3XWZ8JNA,spotify:track:42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701,4,FE!N (feat. Playboi Carti)
0.775,0.694,6,-7.344,1,0.244,0.177,4.06e-05,0.155,0.655,81.986,audio_features,3ilgxZl5g7MOQCUiky3VOG,spotify:track:3ilgxZl5g7MOQCUiky3VOG,https://api.spotify.com/v1/tracks/3ilgxZl5g7MOQCUiky3VOG,https://api.spotify.com/v1/audio-analysis/3ilgxZl5g7MOQCUiky3VOG,147587,4,Ms. Jackson
0.853,0.618,6,-10.833,1,0.0923,0.633,0.89,0.0972,0.32,126.031,audio_features,4MSj19TwYBLgDFj3ddEeco,spotify:track:4MSj19TwYBLgDFj3ddEeco,https://api.spotify.com/v1/tracks/4MSj19TwYBLgDFj3ddEeco,https://api.spotify.com/v1/audio-analysis/4MSj19TwYBLgDFj3ddEeco,145599,4,Black Friday (pretty like the sun)
0.739,0.766,5,-6.459,1,0.0729,0.272,0.0,0.42,0.82,133.067,audio_features,1cXo8i9dgutdqjhjz3Zwqq,spotify:track:1cXo8i9dgutdqjhjz3Zwqq,https://api.spotify.com/v1/tracks/1cXo8i9dgutdqjhjz3Zwqq,https://api.spotify.com/v1/audio-analysis/1cXo8i9dgutdqjhjz3Zwqq,135082,4,eehhhyyy
0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,audio_features,5fZJQrFKWQLb7FpJXZ1g7K,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,https://api.spotify.com/v1/tracks/5fZJQrFKWQLb7FpJXZ1g7K,https://api.spotify.com/v1/audio-analysis/5fZJQrFKWQLb7FpJXZ1g7K,171292,4,A Bar Song (Tipsy)
0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333,4,Unwritten
0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,audio_features,19XpFsce28aByvCC4g89tJ,spotify:track:19XpFsce28aByvCC4g89tJ,https://api.spotify.com/v1/tracks/19XpFsce28aByvCC4g89tJ,https://api.spotify.com/v1/audio-analysis/19XpFsce28aByvCC4g89tJ,251424,4,Too Sweet
0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,audio_features,3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,172533,4,Stargazing
0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,audio_features,59NraMJsLaMCVtwXTSia8i,spotify:track:59NraMJsLaMCVtwXTSia8i,https://api.spotify.com/v1/tracks/59NraMJsLaMCVtwXTSia8i,https://api.spotify.com/v1/audio-analysis/59NraMJsLaMCVtwXTSia8i,132359,4,Prada
0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,audio_features,5G2f63n7IPVPPjfNIGih7Q,spotify:track:5G2f63n7IPVPPjfNIGih7Q,https://api.spotify.com/v1/tracks/5G2f63n7IPVPPjfNIGih7Q,https://api.spotify.com/v1/audio-analysis/5G2f63n7IPVPPjfNIGih7Q,157280,4,Taste
0.781,0.731,0,-5.972,1,0.0882,0.0366,0.000953,0.114,0.672,166.148,audio_features,5QllDVWTd3lOLcceZsekwX,spotify:track:5QllDVWTd3lOLcceZsekwX,https://api.spotify.com/v1/tracks/5QllDVWTd3lOLcceZsekwX,https://api.spotify.com/v1/audio-analysis/5QllDVWTd3lOLcceZsekwX,105332,4,1994
0.936,0.878,9,-2.798,0,0.0723,0.0283,2.31e-06,0.0689,0.902,126.992,audio_features,1CDQzbCz4KSQxHe7LMEgRM,spotify:track:1CDQzbCz4KSQxHe7LMEgRM,https://api.spotify.com/v1/tracks/1CDQzbCz4KSQxHe7LMEgRM,https://api.spotify.com/v1/audio-analysis/1CDQzbCz4KSQxHe7LMEgRM,227032,4,Houdini
0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,audio_features,6NIJqFHB5cHAn064JCP7Li,spotify:track:6NIJqFHB5cHAn064JCP7Li,https://api.spotify.com/v1/tracks/6NIJqFHB5cHAn064JCP7Li,https://api.spotify.com/v1/audio-analysis/6NIJqFHB5cHAn064JCP7Li,177599,4,Move
0.704,0.787,11,-6.751,0,0.0462,0.00926,0.00538,0.159,0.31,119.996,audio_features,5nPbKG04fhLkIAjcPFaZq7,spotify:track:5nPbKG04fhLkIAjcPFaZq7,https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7,https://api.spotify.com/v1/audio-analysis/5nPbKG04fhLkIAjcPFaZq7,214000,4,I Adore You (feat. Daecolm)
0.795,0.577,1,-9.638,0,0.0648,0.00263,0.147,0.051,0.206,119.986,audio_features,480j122Gpi252OIfy4SNzm,spotify:track:480j122Gpi252OIfy4SNzm,https://api.spotify.com/v1/tracks/480j122Gpi252OIfy4SNzm,https://api.spotify.com/v1/audio-analysis/480j122Gpi252OIfy4SNzm,248000,4,Yamore
0.43,0.872,1,-7.821,1,0.0522,0.118,0.879,0.119,0.136,122.028,audio_features,2nljjiWhzVIugb5vgEMQQk,spotify:track:2nljjiWhzVIugb5vgEMQQk,https://api.spotify.com/v1/tracks/2nljjiWhzVIugb5vgEMQQk,https://api.spotify.com/v1/audio-analysis/2nljjiWhzVIugb5vgEMQQk,184500,4,My Love (2024)
0.542,0.946,9,-6.048,0,0.0425,0.0312,0.632,0.107,0.229,120.036,audio_features,0WS1qLcXKsCGt5e3dqq30S,spotify:track:0WS1qLcXKsCGt5e3dqq30S,https://api.spotify.com/v1/tracks/0WS1qLcXKsCGt5e3dqq30S,https://api.spotify.com/v1/audio-analysis/0WS1qLcXKsCGt5e3dqq30S,140500,4,Forever (feat. Malou & Yuna)
0.702,0.797,10,-6.635,0,0.0557,0.583,0.495,0.179,0.0356,122.011,audio_features,0xoYZ45fgTfyQYREZPN7Sa,spotify:track:0xoYZ45fgTfyQYREZPN7Sa,https://api.spotify.com/v1/tracks/0xoYZ45fgTfyQYREZPN7Sa,https://api.spotify.com/v1/audio-analysis/0xoYZ45fgTfyQYREZPN7Sa,208525,4,You & Me - Rivo Remix
0.787,0.723,10,-6.995,0,0.152,0.0509,0.00447,0.085,0.579,123.993,audio_features,0r3nMF80NSIuPIxeod4aoG,spotify:track:0r3nMF80NSIuPIxeod4aoG,https://api.spotify.com/v1/tracks/0r3nMF80NSIuPIxeod4aoG,https://api.spotify.com/v1/audio-analysis/0r3nMF80NSIuPIxeod4aoG,197695,4,Beso (Fruta Fresca)
0.764,0.865,6,-6.907,0,0.109,0.0118,0.722,0.0617,0.177,125.997,audio_features,2KVAO2OAH6a9Tr2DqYL65g,spotify:track:2KVAO2OAH6a9Tr2DqYL65g,https://api.spotify.com/v1/tracks/2KVAO2OAH6a9Tr2DqYL65g,https://api.spotify.com/v1/audio-analysis/2KVAO2OAH6a9Tr2DqYL65g,175714,4,CORAÇAO - 20th Anniversary Mix
0.669,0.851,10,-5.008,0,0.0383,0.0913,0.0377,0.118,0.0825,122.971,audio_features,4Qo9UFzbsp5avmUs6Okpl6,spotify:track:4Qo9UFzbsp5avmUs6Okpl6,https://api.spotify.com/v1/tracks/4Qo9UFzbsp5avmUs6Okpl6,https://api.spotify.com/v1/audio-analysis/4Qo9UFzbsp5avmUs6Okpl6,197073,4,Gabriel
0.642,0.826,11,-5.247,0,0.0522,0.00406,0.727,0.092,0.501,121.009,audio_features,7IQDLhMpgQ23GIHh550TT9,spotify:track:7IQDLhMpgQ23GIHh550TT9,https://api.spotify.com/v1/tracks/7IQDLhMpgQ23GIHh550TT9,https://api.spotify.com/v1/audio-analysis/7IQDLhMpgQ23GIHh550TT9,303068,4,Another Life - Marten Lou Remix
0.741,0.879,1,-6.132,0,0.0425,0.0841,0.0433,0.126,0.362,123.004,audio_features,1aRd5tMVhiRyMJLmSOg2IF,spotify:track:1aRd5tMVhiRyMJLmSOg2IF,https://api.spotify.com/v1/tracks/1aRd5tMVhiRyMJLmSOg2IF,https://api.spotify.com/v1/audio-analysis/1aRd5tMVhiRyMJLmSOg2IF,201713,4,The Boy Is Mine
0.772,0.954,4,-6.176,1,0.0801,0.00444,0.521,0.193,0.396,123.943,audio_features,0cgODPSGPfVKvJ3ZarsK70,spotify:track:0cgODPSGPfVKvJ3ZarsK70,https://api.spotify.com/v1/tracks/0cgODPSGPfVKvJ3ZarsK70,https://api.spotify.com/v1/audio-analysis/0cgODPSGPfVKvJ3ZarsK70,150988,4,La Verdolaga (feat. Totó La Momposina)
0.597,0.755,1,-7.341,0,0.0336,0.000135,0.885,0.205,0.114,120.036,audio_features,49GpUfc9M09eGET6yBJUAj,spotify:track:49GpUfc9M09eGET6yBJUAj,https://api.spotify.com/v1/tracks/49GpUfc9M09eGET6yBJUAj,https://api.spotify.com/v1/audio-analysis/49GpUfc9M09eGET6yBJUAj,246000,4,Gorah
0.655,0.57,5,-11.475,0,0.0487,0.527,0.43,0.105,0.487,121.843,audio_features,02YMpD1xbZZzpZbuZNvmD7,spotify:track:02YMpD1xbZZzpZbuZNvmD7,https://api.spotify.com/v1/tracks/02YMpD1xbZZzpZbuZNvmD7,https://api.spotify.com/v1/audio-analysis/02YMpD1xbZZzpZbuZNvmD7,253770,4,Sideways
0.714,0.783,5,-5.979,0,0.0383,0.000178,0.881,0.0841,0.539,127.01,audio_features,2BUL7sF7y5oBYUQarVCukR,spotify:track:2BUL7sF7y5oBYUQarVCukR,https://api.spotify.com/v1/tracks/2BUL7sF7y5oBYUQarVCukR,https://api.spotify.com/v1/audio-analysis/2BUL7sF7y5oBYUQarVCukR,209500,4,Pasilda - Knee Deep Mix
0.847,0.637,7,-8.751,0,0.0587,0.201,0.201,0.121,0.0509,120.033,audio_features,5KTZgG84bKFGm53lhLtTqc,spotify:track:5KTZgG84bKFGm53lhLtTqc,https://api.spotify.com/v1/tracks/5KTZgG84bKFGm53lhLtTqc,https://api.spotify.com/v1/audio-analysis/5KTZgG84bKFGm53lhLtTqc,208135,4,Mwaki
